"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"170","Cooper Kupp","WR","LAR","-","-","-","-","15.8","24.3","5.9","","","","","","","","","","","","15.3","46"
"170","Joey Slye","K","WAS","8","11","5","7","8","6","1","","","","","","","","","","","","6.6","46"
"174","Logan Thomas","TE","WAS","6.3","9.2","-","5.8","16.2","0.7","7.1","","","","","","","","","","","","7.6","45.3"
"175","Najee Harris","RB","PIT","4.3","4.8","6.5","10.8","4.5","BYE","14.3","","","","","","","","","","","","7.5","45.2"
"176","Chase McLaughlin","K","TB","10","9","3","10","BYE","6","7","","","","","","","","","","","","7.5","45"
"176","Miami Dolphins","DST","MIA","2","9","8","-2","11","5","12","","","","","","","","","","","","6.4","45"
"178","Ezekiel Elliott","RB","NE","4.8","1.3","9.2","3.2","5.8","11.4","9.1","","","","","","","","","","","","6.4","44.8"
"179","Cameron Dicker","K","LAC","12","10","4","6","BYE","5","7","","","","","","","","","","","","7.3","44"
"179","Daniel Carlson","K","LV","5","5","4","5","5","13","7","","","","","","","","","","","","6.3","44"
"181","Justice Hill","RB","BAL","12.9","6.8","-","3.3","10.5","5","5.3","","","","","","","","","","","","7.3","43.8"
"182","Hunter Henry","TE","NE","14.1","14.2","2.7","7.1","0","1.2","3.7","","","","","","","","","","","","6.1","43"
"182","Arizona Cardinals","DST","ARI","19","4","5","-3","4","5","9","","","","","","","","","","","","6.1","43"
"184","Nelson Agholor","WR","BAL","0","14.8","5.9","0.9","8.4","5","7.7","","","","","","","","","","","","6.1","42.7"
"185","Javonte Williams","RB","DEN","7.7","6.8","7.5","2.4","-","7.2","11.1","","","","","","","","","","","","7.1","42.7"
"186","Chuba Hubbard","RB","CAR","7.9","7.5","1.4","6.3","4","15.5","BYE","","","","","","","","","","","","7.1","42.6"
"187","D'Onta Foreman","RB","CHI","3.4","-","-","-","-","7.2","31.5","","","","","","","","","","","","14","42.1"
"188","Joshua Kelley","RB","LAC","15.1","3.9","2.2","6.5","BYE","0.9","13.5","","","","","","","","","","","","7","42.1"
"189","Riley Patterson","K","DET","3","7","8","10","6","8","0","","","","","","","","","","","","6","42"
"189","Indianapolis Colts","DST","IND","11","9","9","3","4","1","5","","","","","","","","","","","","6","42"
"191","Tyjae Spears","RB","TEN","3.3","6.5","2.9","7.3","14.9","6.8","BYE","","","","","","","","","","","","7","41.7"
"192","Tyler Boyd","WR","CIN","2","8.2","6.4","4.6","6.9","13.3","BYE","","","","","","","","","","","","6.9","41.4"
"193","Jerry Jeudy","WR","DEN","-","4","10.6","6.7","8","2.9","8.9","","","","","","","","","","","","6.9","41.1"
