nfl_players_list_id,week,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Roster Position,RK,MATCHUP ,START/SIT,PROJ. FPTS,Rank,PTS_AVG,PTS_TTL,TGT_AVG,TGT_TTL,dpp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,8,RB,Samaje,Samaje Perine,Perine,5.32857132,7,4600,KC@DEN,DEN,KC,,,RB/FLEX,59,3 out of 5 stars,F,4.3,209,5.3,37.3,3.3,23,868,9.8,3.9,3.4,4.5,9.5,0.6,5.6,,,,,,,,,,,
,8,RB,Tank,Tank Bigsby,Bigsby,2.600000064,6,4600,JAC@PIT,JAC,PIT,,,RB/FLEX,68,4 out of 5 stars,F,3.1,318,2.6,15.6,0.4,3,1769,5.3,,7,1,0.8,1.3,0.2,,,,,,,,,,,
,8,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,3.300000054,7,4600,KC@DEN,KC,DEN,,,RB/FLEX,63,3 out of 5 stars,F,3.7,283,3.3,23.1,1,7,1394,3.4,2.7,12.2,1.8,0.4,2.1,0.5,,,,,,,,,,,
,8,RB,Trayveon,Trayveon Williams,Williams,0.783333302,6,4500,CIN@SF,CIN,SF,,,RB/FLEX,87,3 out of 5 stars,F,0.7,418,0.8,4.7,1,6,5625,0.7,1.4,0.4,0.4,0.5,1.3,,,,,,,,,,,,
,8,RB,Zach,Zach Evans,Evans,1,1,4500,LAR@DAL,LAR,DAL,,,RB/FLEX,76,2 out of 5 stars,F,1.7,491,1,1,0,0,4500,,,,,,1,,,,,,,,,,,,
,8,RB,Zach,Zach Charbonnet,Charbonnet,3.5,5,4500,CLE@SEA,SEA,CLE,Q,Hamstring,RB/FLEX,61,2 out of 5 stars,F,4,309,3.5,17.5,1.8,9,1286,1.1,4,5,4.5,,2.9,,,,,,,,,,,,
,8,RB,Eric,Eric Gray,Gray,0.471428565,7,4400,NYJ@NYG,NYG,NYJ,IR,Calf,RB/FLEX,94,2 out of 5 stars,F,0.4,443,0.5,3.3,0.1,1,8800,0,0,0,0,3.1,0.2,0,,,,,,,,,,,
,8,RB,Ty,Ty Chandler,Chandler,1.833333333,6,4400,MIN@GB,MIN,GB,,,RB/FLEX,82,5 out of 5 stars,F,1,348,1.6,11,0.9,6,2750,2.3,1.9,3.6,0,1.5,0,1.7,,,,,,,,,,,
,8,RB,Michael,Michael Carter,Carter,2.083333333,6,4400,NYJ@NYG,NYJ,NYG,,,RB/FLEX,56,3 out of 5 stars,F,4.7,335,2.1,12.5,2,12,2095,2.8,1.6,0.8,3.1,3.7,0.5,,,,,,,,,,,,
,8,RB,Chase,Chase Brown,Brown,0.699999988,4,4400,CIN@SF,CIN,SF,,,RB/FLEX,86,3 out of 5 stars,F,0.7,453,0.6,2.8,0.6,3,7333,,0.2,0,0.2,0.7,1.7,,,,,,,,,,,,
,8,RB,Kendre,Kendre Miller,Miller,4.474999905,4,4400,NO@IND,NO,IND,,,RB/FLEX,72,3 out of 5 stars,F,2.5,305,3.6,17.9,1.6,8,1222,,,3.9,1.3,11,1.7,0,,,,,,,,,,,
,8,RB,DeeJay,DeeJay Dallas,Dallas,0.416666667,6,4400,CLE@SEA,SEA,CLE,,,RB/FLEX,69,2 out of 5 stars,F,2.9,463,0.4,2.5,0.8,5,11000,2.3,0.3,1,0,,0.4,-1.5,,,,,,,,,,,
,8,RB,Deuce,Deuce Vaughn,Vaughn,2.099999905,4,4300,LAR@DAL,DAL,LAR,,,RB/FLEX,89,3 out of 5 stars,F,0.5,372,2.1,8.4,1.3,5,2048,0.8,4.7,,1.6,1.3,,,,,,,,,,,,,
,8,RB,Keaton,Keaton Mitchell,Mitchell,1.399999976,1,4300,BAL@ARI,BAL,ARI,Q,Hamstring,RB/FLEX,80,4 out of 5 stars,F,1.3,485,1.4,1.4,1,1,3071,,,,,,,1.4,,,,,,,,,,,
,8,RB,Ty,Ty Montgomery II,Montgomery II,1.25,4,4300,NE@MIA,NE,MIA,,,RB/FLEX,93,5 out of 5 stars,F,0.4,412,0.8,5,1.3,9,5375,2.6,0,0,,1,1.4,0,,,,,,,,,,,
,8,RB,D'Ernest,D'Ernest Johnson,Johnson,0.949999968,6,4200,JAC@PIT,JAC,PIT,,,RB/FLEX,85,4 out of 5 stars,F,0.9,404,0.8,5.7,0.4,3,5250,-0.4,2.2,2.2,-0.2,0,1.9,0,,,,,,,,,,,
,8,RB,Alec,Alec Ingold,Ingold,2.399999936,3,4200,NE@MIA,MIA,NE,,,RB/FLEX,88,3 out of 5 stars,F,0.7,386,1.2,7.2,0.4,3,3500,4.4,,0,2.8,0,0,0,,,,,,,,,,,
,8,RB,C.J.,C.J. Ham,Ham,1.450000048,2,4200,MIN@GB,MIN,GB,,,RB/FLEX,96,5 out of 5 stars,F,0.3,450,0.6,2.9,0.7,4,7000,1.7,,1.2,0,0,0,,,,,,,,,,,,
,8,RB,Deon,Deon Jackson,Jackson,1.299999952,1,4200,NYJ@NYG,NYG,NYJ,,,RB/FLEX,99,2 out of 5 stars,F,0.2,487,1.3,1.3,6,6,3231,1.3,,,,,,,,,,,,,,,,,
,8,RB,Patrick,Patrick Ricard,Ricard,2.26666673,3,4100,BAL@ARI,BAL,ARI,,,RB/FLEX,90,4 out of 5 stars,F,0.4,390,1.4,6.8,0.6,4,2929,0,,,1.9,0,0.8,4.1,,,,,,,,,,,
,8,RB,Kyle,Kyle Juszczyk,Juszczyk,3.375,4,4100,CIN@SF,SF,CIN,,,RB/FLEX,81,4 out of 5 stars,F,1.2,328,2.7,13.5,1,6,1519,0,,0.3,1.2,10.6,1.4,,,,,,,,,,,,
,8,TE,Travis,Travis Kelce,Kelce,16.75,6,9000,KC@DEN,KC,DEN,,,TE/FLEX,1,3 out of 5 stars,A+,15.7,31,16.8,100.5,9.8,59,536,,10.6,16.4,9,17.7,16.9,29.9,,,,,,,,,,,
,8,TE,Mark,Mark Andrews,Andrews,13.28333282,6,7700,BAL@ARI,BAL,ARI,,,TE/FLEX,2,3 out of 5 stars,A,10.6,58,13.3,79.7,6.7,40,579,,13,5.5,22.5,9.5,8.9,20.3,,,,,,,,,,,
,8,TE,T.J.,T.J. Hockenson,Hockenson,10.35714286,7,6500,MIN@GB,MIN,GB,,,TE/FLEX,3,3 out of 5 stars,A,10.6,75,10.4,72.5,8.4,59,625,7.5,22.1,9.8,3.4,7.6,8,14.1,,,,,,,,,,,
,8,TE,Darren,Darren Waller,Waller,8.785714286,7,6400,NYJ@NYG,NYG,NYJ,,,TE/FLEX,8,3 out of 5 stars,B,7.9,110,8.8,61.5,7,49,727,5.1,10.6,3.5,3.6,12.6,6.8,19.3,,,,,,,,,,,
,8,TE,Dallas,Dallas Goedert,Goedert,8.557143075,7,6200,PHI@WAS,PHI,WAS,,,TE/FLEX,7,4 out of 5 stars,B,8.3,120,8.6,59.9,5.9,41,721,0,5.2,6.6,3.5,21.7,6.7,16.2,,,,,,,,,,,
,8,TE,George,George Kittle,Kittle,8.442856925,7,6100,CIN@SF,SF,CIN,,,TE/FLEX,5,4 out of 5 stars,B+,8.9,122,8.4,59.1,4.6,32,726,3.4,4.5,12.5,1.4,26.2,0.6,10.5,,,,,,,,,,,
,8,TE,Taysom,Taysom Hill,Hill,5.714285714,7,6000,NO@IND,NO,IND,,,TE/FLEX,12,2 out of 5 stars,C-,7,196,5.7,40,2.7,19,1053,0.4,8.2,2.6,2.7,2.5,8.8,14.8,,,,,,,,,,,
,8,TE,Dalton,Dalton Schultz,Schultz,8.333333333,6,5800,HOU@CAR,HOU,CAR,,,TE/FLEX,10,4 out of 5 stars,C,7.1,158,8.3,50,5.7,34,699,1.4,5.4,1.4,11.7,16,14.1,,,,,,,,,,,,
,8,TE,Evan,Evan Engram,Engram,7.871428353,7,5700,JAC@PIT,JAC,PIT,,,TE/FLEX,6,3 out of 5 stars,B-,8.3,141,7.9,55.1,7.3,51,722,7.4,8.7,10.2,9.4,4.8,7.6,7,,,,,,,,,,,
,8,TE,Kyle,Kyle Pitts,Pitts,6.842857361,7,5500,ATL@TEN,ATL,TEN,,,TE/FLEX,9,3 out of 5 stars,C+,7.8,166,6.8,47.9,6,42,809,5.4,2.5,6.2,3.1,12.2,12.3,6.2,,,,,,,,,,,
,8,TE,Logan,Logan Thomas,Thomas,7.549999873,6,5400,PHI@WAS,WAS,PHI,,,TE/FLEX,14,5 out of 5 stars,D+,6.3,174,7.6,45.3,5.3,32,711,6.3,9.2,,5.8,16.2,0.7,7.1,,,,,,,,,,,
,8,TE,Jonnu,Jonnu Smith,Smith,8.150000254,6,5300,ATL@TEN,ATL,TEN,,,TE/FLEX,15,3 out of 5 stars,D,6.3,164,7,48.9,5,35,757,0,6.7,6.2,12.5,7.7,11.6,4.2,,,,,,,,,,,
,8,TE,Hunter,Hunter Henry,Henry,6.142857143,7,5200,NE@MIA,NE,MIA,,,TE/FLEX,21,4 out of 5 stars,D-,5.3,182,6.1,43,4.4,31,852,14.1,14.2,2.7,7.1,0,1.2,3.7,,,,,,,,,,,
,8,TE,David,David Njoku,Njoku,5.26666673,6,5100,CLE@SEA,CLE,SEA,,,TE/FLEX,19,3 out of 5 stars,D,5.6,238,5.3,31.6,5.2,31,962,3.4,4.8,4,7.6,,3.9,7.9,,,,,,,,,,,
,8,TE,Luke,Luke Musgrave,Musgrave,4.98333327,6,5000,MIN@GB,GB,MIN,Q,Ankle,TE/FLEX,20,3 out of 5 stars,D,5.5,245,5,29.9,4.7,28,1000,6.5,3.5,7.9,0.6,6.4,,5,,,,,,,,,,,
,8,TE,Jake,Jake Ferguson,Ferguson,5.916666667,6,4900,LAR@DAL,DAL,LAR,,,TE/FLEX,13,4 out of 5 stars,C-,6.5,216,5.9,35.5,4.8,29,831,2.1,8.6,7.3,11.2,4.3,2,,,,,,,,,,,,
,8,TE,Hayden,Hayden Hurst,Hurst,4.100000064,6,4800,HOU@CAR,CAR,HOU,,,TE/FLEX,36,4 out of 5 stars,F,3.5,270,4.1,24.6,3.7,22,1171,12.6,3.5,1.6,1.2,3.6,2.1,,,,,,,,,,,,
,8,TE,Tyler,Tyler Higbee,Higbee,4.942856925,7,4800,LAR@DAL,LAR,DAL,,,TE/FLEX,22,3 out of 5 stars,D-,5.3,223,4.9,34.6,5,35,980,6.4,2.7,9.6,8.9,3,2.8,1.2,,,,,,,,,,,
,8,TE,Mike,Mike Gesicki,Gesicki,4.199999946,7,4800,NE@MIA,NE,MIA,,,TE/FLEX,27,4 out of 5 stars,F,4.7,249,4.2,29.4,3.1,22,1143,5.1,5.8,2.3,1.7,2.7,4.3,7.5,,,,,,,,,,,
,8,TE,Tyler,Tyler Conklin,Conklin,5.450000127,6,4800,NYJ@NYG,NYJ,NYG,,,TE/FLEX,24,3 out of 5 stars,F,5.1,233,5.5,32.7,4.5,27,873,0.7,7.5,4.1,7.8,8.7,3.9,,,,,,,,,,,,
,8,TE,Kylen,Kylen Granson,Granson,5.166666667,6,4800,NO@IND,IND,NO,Q,Concussion,TE/FLEX,39,4 out of 5 stars,F,2.9,242,5.2,31,4.3,26,923,5.9,9.1,1.9,3.4,2.5,8.2,,,,,,,,,,,,
,8,TE,Noah,Noah Fant,Fant,5.079999924,5,4700,CLE@SEA,SEA,CLE,,,TE/FLEX,30,2 out of 5 stars,F,4.2,265,5.1,25.4,2.2,13,922,,7.6,6.1,7.3,,1.4,3,,,,,,,,,,,
,8,TE,Foster,Foster Moreau,Moreau,5.050000191,4,4700,NO@IND,NO,IND,,,TE/FLEX,41,2 out of 5 stars,F,2.7,294,5.1,20.2,2.2,11,922,,3,,,7.1,5.3,4.8,,,,,,,,,,,
,8,TE,Trey,Trey McBride,McBride,3.5,7,4700,BAL@ARI,ARI,BAL,,,TE/FLEX,23,2 out of 5 stars,F,5.2,271,3.5,24.5,3,21,1343,3.3,4.2,0.7,1,2.7,8.2,4.4,,,,,,,,,,,
,8,TE,Connor,Connor Heyward,Heyward,2.5,4,4600,JAC@PIT,PIT,JAC,,,TE/FLEX,37,3 out of 5 stars,F,3.5,356,1.7,10,2.2,13,2706,2.9,0,0,0,3.8,,3.3,,,,,,,,,,,
,8,TE,Durham,Durham Smythe,Smythe,3.559999847,5,4600,NE@MIA,MIA,NE,,,TE/FLEX,31,4 out of 5 stars,F,4.2,307,2.5,17.8,2.3,16,1840,5.9,3.8,2,6.1,0,0,0,,,,,,,,,,,
,8,TE,Colby,Colby Parkinson,Parkinson,3.116666794,6,4600,CLE@SEA,SEA,CLE,,,TE/FLEX,38,2 out of 5 stars,F,2.9,299,3.1,18.7,2.8,17,1484,1.3,5.1,5.3,0,,3.4,3.6,,,,,,,,,,,
,8,TE,Josiah,Josiah Deguara,Deguara,3.100000064,3,4600,MIN@GB,GB,MIN,,,TE/FLEX,42,3 out of 5 stars,F,2.4,363,1.6,9.3,1.2,7,2875,0,1.5,0,5.4,2.4,,0,,,,,,,,,,,
,8,TE,Pharaoh,Pharaoh Brown,Brown,7.400000254,3,4500,NE@MIA,NE,MIA,,,TE/FLEX,50,4 out of 5 stars,F,1.5,284,5.6,22.2,0.7,5,804,,,14.1,,0,2,6.1,,,,,,,,,,,
,8,TE,Tommy,Tommy Tremble,Tremble,4.03333346,3,4500,HOU@CAR,CAR,HOU,,,TE/FLEX,45,4 out of 5 stars,F,1.9,341,2.4,12.1,0.7,4,1875,0,0,2,,6.6,3.5,,,,,,,,,,,,
,8,TE,Irv,Irv Smith Jr.,Smith Jr.,2.066666603,3,4500,CIN@SF,CIN,SF,,,TE/FLEX,28,2 out of 5 stars,F,4.4,398,1.6,6.2,2.8,11,2812,3.2,2,,,0,1,,,,,,,,,,,,
,8,TE,Juwan,Juwan Johnson,Johnson,3.200000127,3,4500,NO@IND,NO,IND,Q,Calf,TE/FLEX,33,2 out of 5 stars,F,3.9,360,3.2,9.6,4,12,1406,5.1,2.3,2.2,,,,,,,,,,,,,,,
,8,TE,Josh,Josh Oliver,Oliver,3.2,5,4400,MIN@GB,MIN,GB,,,TE/FLEX,43,3 out of 5 stars,F,2.3,317,2.3,16,1.7,12,1913,4.7,2.3,7.4,0,0,0,1.6,,,,,,,,,,,
,8,TE,Noah,Noah Gray,Gray,4.014285769,7,4400,KC@DEN,KC,DEN,,,TE/FLEX,35,3 out of 5 stars,F,3.6,253,4,28.1,2.6,18,1100,4.6,5.3,1.4,9.9,3.1,2.5,1.3,,,,,,,,,,,
,8,TE,Brenton,Brenton Strange,Strange,3.799999873,3,4400,JAC@PIT,JAC,PIT,,,TE/FLEX,48,3 out of 5 stars,F,1.8,345,2.3,11.4,0.9,6,1913,,,1.7,0,0,9.7,0,,,,,,,,,,,
,8,TE,Mo,Mo Alie-Cox,Alie-Cox,2.820000076,5,4400,NO@IND,IND,NO,,,TE/FLEX,51,4 out of 5 stars,F,1.5,324,2.4,14.1,0.9,6,1833,0,2,,10,2.2,0,-0.1,,,,,,,,,,,
,8,TE,Adam,Adam Trautman,Trautman,2.628571374,7,4300,KC@DEN,DEN,KC,,,TE/FLEX,32,2 out of 5 stars,F,4,301,2.6,18.4,2.6,18,1654,5.9,0,0,0,10.6,0.9,1,,,,,,,,,,,
,8,TE,Tucker,Tucker Kraft,Kraft,1.5,1,4100,MIN@GB,GB,MIN,,,TE/FLEX,40,3 out of 5 stars,F,2.8,481,0.5,1.5,0.3,2,8200,,,,1.5,0,,0,,,,,,,,,,,
,8,WR,Tyreek,Tyreek Hill,Hill,22.87142944,7,9500,NE@MIA,MIA,NE,,,WR/FLEX,1,3 out of 5 stars,A+,20.5,3,22.9,160.1,10.6,74,415,39,12.5,26.2,8.7,28.1,25.3,20.3,,,,,,,,,,,
,8,WR,Cooper,Cooper Kupp,Kupp,15.33333333,3,9100,LAR@DAL,LAR,DAL,,,WR/FLEX,4,3 out of 5 stars,A+,15.3,170,15.3,46,9.3,28,595,,,,,15.8,24.3,5.9,,,,,,,,,,,
,8,WR,A.J.,A.J. Brown,Brown,17.84285736,7,8700,PHI@WAS,PHI,WAS,,,WR/FLEX,3,3 out of 5 stars,A+,15.8,14,17.8,124.9,10.7,75,489,11.4,4.9,17.6,34,15.7,16.6,24.7,,,,,,,,,,,
,8,WR,Ja'Marr,Ja'Marr Chase,Chase,16.46666718,6,8500,CIN@SF,CIN,SF,,,WR/FLEX,6,4 out of 5 stars,A+,14.1,32,16.5,98.8,12.2,73,515,6.6,5.6,20.1,10.8,44.7,11,,,,,,,,,,,,
,8,WR,Adam,Adam Thielen,Thielen,17,6,8200,HOU@CAR,CAR,HOU,,,WR/FLEX,12,4 out of 5 stars,A,12.5,30,17,102,9.8,59,482,2.2,16.9,26,11.7,22.2,23,,,,,,,,,,,,
,8,WR,Puka,Puka Nacua,Nacua,16.65714264,7,8000,LAR@DAL,LAR,DAL,,,WR/FLEX,11,3 out of 5 stars,A,12.6,18,16.7,116.6,11.7,82,479,16.9,22.6,9.7,26.8,16.6,4.6,19.4,,,,,,,,,,,
,8,WR,CeeDee,CeeDee Lamb,Lamb,12.09999975,6,7800,LAR@DAL,DAL,LAR,,,WR/FLEX,10,2 out of 5 stars,A,13.1,72,12.1,72.6,7,42,645,9.7,19.8,8.2,12.8,6.9,15.2,,,,,,,,,,,,
,8,WR,Brandon,Brandon Aiyuk,Aiyuk,13.01666641,6,7700,CIN@SF,SF,CIN,,,WR/FLEX,9,2 out of 5 stars,A,13.6,61,13,78.1,7.2,43,592,28.9,5.8,,17.8,7.8,9.6,8.2,,,,,,,,,,,
,8,WR,DK,DK Metcalf,Metcalf,11.34000015,5,7500,CLE@SEA,SEA,CLE,Q,Ribs,WR/FLEX,24,2 out of 5 stars,B,10.7,136,11.3,56.7,6.4,32,664,12.2,10.5,14.2,10.9,,8.9,,,,,,,,,,,,
,8,WR,George,George Pickens,Pickens,12.84999975,6,7400,JAC@PIT,PIT,JAC,,,WR/FLEX,29,2 out of 5 stars,B,10.3,62,12.9,77.1,8,48,574,6.1,20.7,9.5,4,23.6,,13.2,,,,,,,,,,,
,8,WR,Jordan,Jordan Addison,Addison,12.92857143,7,7300,MIN@GB,MIN,GB,,,WR/FLEX,23,2 out of 5 stars,B+,10.8,41,12.9,90.5,6.3,44,566,14.1,14.7,8.2,0,15.4,10.3,27.8,,,,,,,,,,,
,8,WR,Chris,Chris Olave,Olave,10.37142835,7,7300,NO@IND,NO,IND,,,WR/FLEX,13,4 out of 5 stars,A,12.4,72,10.4,72.6,9.7,68,702,15.2,11.6,14.4,0.9,8.2,13.1,9.2,,,,,,,,,,,
,8,WR,Garrett,Garrett Wilson,Wilson,10.81666692,6,7200,NYJ@NYG,NYJ,NYG,,,WR/FLEX,25,3 out of 5 stars,B,10.6,101,10.8,64.9,9.2,55,667,11.9,15.3,7.3,10.5,6.9,13,,,,,,,,,,,,
,8,WR,Nico,Nico Collins,Collins,14.53333282,6,7200,HOU@CAR,HOU,CAR,,,WR/FLEX,19,3 out of 5 stars,A-,11.4,44,14.5,87.2,7,42,497,11,24.1,4.4,32.3,5.4,10,,,,,,,,,,,,
,8,WR,Jaylen,Jaylen Waddle,Waddle,10.45000013,6,7100,NE@MIA,MIA,NE,,,WR/FLEX,15,3 out of 5 stars,A,12,107,10.5,62.7,6.8,41,676,9.8,10.4,,6.6,12,14.6,9.3,,,,,,,,,,,
,8,WR,Michael,Michael Pittman Jr.,Pittman Jr.,11.9857145,7,7100,NO@IND,IND,NO,,,WR/FLEX,34,3 out of 5 stars,B-,9.7,49,12,83.9,9.3,65,592,19.7,9.6,12.2,4,7.7,15.4,15.3,,,,,,,,,,,
,8,WR,Deebo,Deebo Samuel,Samuel,10.28333346,6,7000,CIN@SF,SF,CIN,O,Shoulder,WR/FLEX,90,2 out of 5 stars,F,3.8,109,10.3,61.7,5.3,32,680,8.8,19.1,22.1,0.6,10,1.1,,,,,,,,,,,,
,8,WR,Terry,Terry McLaurin,McLaurin,10.52857099,7,7000,PHI@WAS,WAS,PHI,,,WR/FLEX,22,3 out of 5 stars,B+,11,87,9.7,67.7,7.3,51,722,4.1,13.9,7.1,12.6,6.9,11.1,12,,,,,,,,,,,
,8,WR,Christian,Christian Kirk,Kirk,11.92285701,7,7000,JAC@PIT,JAC,PIT,,,WR/FLEX,18,3 out of 5 stars,A-,11.6,50,11.9,83.5,7.9,55,588,1.4,16.5,13.4,12.4,11.4,12.4,16,,,,,,,,,,,
,8,WR,Courtland,Courtland Sutton,Sutton,10.94285692,7,6900,KC@DEN,DEN,KC,,,WR/FLEX,26,3 out of 5 stars,B,10.5,64,10.9,76.6,6.1,43,633,11.2,9.1,15.1,10.2,1.8,12.6,16.6,,,,,,,,,,,
,8,WR,DeVonta,DeVonta Smith,Smith,9.471429007,7,6900,PHI@WAS,PHI,WAS,,,WR/FLEX,16,3 out of 5 stars,A,12,96,9.5,66.3,7.1,50,726,14.2,21.1,4.8,11.3,1.1,6.9,6.9,,,,,,,,,,,
,8,WR,Calvin,Calvin Ridley,Ridley,9.042857034,7,6800,JAC@PIT,JAC,PIT,,,WR/FLEX,30,3 out of 5 stars,B,10.2,102,9,63.3,6.9,48,756,20.1,4.2,5.5,10.8,17.1,4.6,1,,,,,,,,,,,
,8,WR,Tee,Tee Higgins,Higgins,6.780000305,5,6800,CIN@SF,CIN,SF,,,WR/FLEX,33,4 out of 5 stars,B-,10.1,228,6.8,33.9,7.2,36,1000,0,24.9,3.1,2.9,,3,,,,,,,,,,,,
,8,WR,Drake,Drake London,London,9.597142901,7,6700,ATL@TEN,ATL,TEN,,,WR/FLEX,32,5 out of 5 stars,B-,10.2,90,9.6,67.2,7.1,50,698,0,15.7,4.1,10.3,11.7,17,8.4,,,,,,,,,,,
,8,WR,Romeo,Romeo Doubs,Doubs,10.21666654,6,6700,MIN@GB,GB,MIN,,,WR/FLEX,44,3 out of 5 stars,C,8.6,111,10.2,61.3,7,42,657,16.6,4,15.8,14,0.9,,10,,,,,,,,,,,
,8,WR,Tyler,Tyler Lockett,Lockett,9.400000254,6,6700,CLE@SEA,SEA,CLE,,,WR/FLEX,31,2 out of 5 stars,B-,10.2,137,9.4,56.4,6.7,40,713,2,21.9,6.9,7.4,,12.4,5.8,,,,,,,,,,,
,8,WR,DeAndre,DeAndre Hopkins,Hopkins,8.516666412,6,6600,ATL@TEN,TEN,ATL,,,WR/FLEX,43,2 out of 5 stars,C,8.8,155,8.5,51.1,7.8,47,776,10,6,6.3,8.3,18,2.5,,,,,,,,,,,,
,8,WR,Amari,Amari Cooper,Cooper,9.483333588,6,6600,CLE@SEA,CLE,SEA,,,WR/FLEX,28,3 out of 5 stars,B,10.5,134,9.5,56.9,7.8,47,695,5.2,12.5,21.1,2.1,,12.8,3.2,,,,,,,,,,,
,8,WR,Marquise,Marquise Brown,Brown,10.74285671,7,6500,BAL@ARI,ARI,BAL,,,WR/FLEX,35,2 out of 5 stars,C+,9.6,67,10.7,75.2,8.6,60,607,7.2,14.4,14.6,13.1,14.1,5.4,6.4,,,,,,,,,,,
,8,WR,Zay,Zay Flowers,Flowers,10.12857165,7,6500,BAL@ARI,BAL,ARI,,,WR/FLEX,17,5 out of 5 stars,A-,11.7,78,10.1,70.9,7.7,54,644,13.2,8.8,9,6.5,9.8,14.1,9.5,,,,,,,,,,,
,8,WR,K.J.,K.J. Osborn,Osborn,7.014285496,7,6400,MIN@GB,MIN,GB,,,WR/FLEX,49,2 out of 5 stars,C,7.8,162,7,49.1,5.3,37,914,4.6,10.9,10.1,2.1,7.4,6.8,7.2,,,,,,,,,,,
,8,WR,Diontae,Diontae Johnson,Johnson,8.350000381,2,6400,JAC@PIT,PIT,JAC,,,WR/FLEX,38,2 out of 5 stars,C+,9.5,312,8.4,16.7,6,12,762,6.3,,,,,,10.4,,,,,,,,,,,
,8,WR,Christian,Christian Watson,Watson,7.933333079,3,6300,MIN@GB,GB,MIN,Q,Knee,WR/FLEX,65,3 out of 5 stars,C-,6.3,277,7.9,23.8,5.3,16,797,,,,9.5,10.1,,4.2,,,,,,,,,,,
,8,WR,Kendrick,Kendrick Bourne,Bourne,10.05714308,7,6200,NE@MIA,NE,MIA,,,WR/FLEX,45,3 out of 5 stars,C,8.4,79,10.1,70.4,7.3,51,614,21.4,4.9,6.6,4.6,5.3,14.3,13.3,,,,,,,,,,,
,8,WR,Josh,Josh Downs,Downs,9.799999782,7,6100,NO@IND,IND,NO,,,WR/FLEX,39,3 out of 5 stars,C+,9.1,84,9.8,68.6,6.7,47,622,4.5,5.7,9.7,4.4,12.7,10.6,21,,,,,,,,,,,
,8,WR,Tank,Tank Dell,Dell,10.95999985,5,6000,HOU@CAR,HOU,CAR,Q,Concussion,WR/FLEX,42,3 out of 5 stars,C,8.9,143,11,54.8,5.6,28,545,4.9,16.7,23,3.4,6.8,,,,,,,,,,,,,
,8,WR,Rashee,Rashee Rice,Rice,8.742857252,7,6000,KC@DEN,KC,DEN,,,WR/FLEX,37,4 out of 5 stars,C+,9.6,112,8.7,61.2,4.9,34,690,10.1,3,8.4,4.7,11.3,9.2,14.5,,,,,,,,,,,
,8,WR,Curtis,Curtis Samuel,Samuel,9.5,7,6000,PHI@WAS,WAS,PHI,,,WR/FLEX,47,3 out of 5 stars,C,7.9,93,9.5,66.5,5.6,39,632,8.5,4.7,6.4,14.7,15.5,12.2,4.5,,,,,,,,,,,
,8,WR,Tyler,Tyler Boyd,Boyd,6.900000254,6,6000,CIN@SF,CIN,SF,,,WR/FLEX,62,4 out of 5 stars,D,6.5,192,6.9,41.4,6.8,41,870,2,8.2,6.4,4.6,6.9,13.3,,,,,,,,,,,,
,8,WR,Michael,Michael Thomas,Thomas,8.585714068,7,6000,NO@IND,NO,IND,,,WR/FLEX,41,4 out of 5 stars,C,8.9,118,8.6,60.1,7.7,54,698,8.6,9,8,7.3,8.5,7,11.7,,,,,,,,,,,
,8,WR,Jerry,Jerry Jeudy,Jeudy,6.849999746,6,5900,KC@DEN,DEN,KC,,,WR/FLEX,46,3 out of 5 stars,C,8,193,6.9,41.1,5.7,34,855,,4,10.6,6.7,8,2.9,8.9,,,,,,,,,,,
,8,WR,Jayden,Jayden Reed,Reed,8.483333588,6,5800,MIN@GB,GB,MIN,,,WR/FLEX,56,3 out of 5 stars,C-,7.3,157,8.5,50.9,5.2,31,682,5.6,17.7,7.8,9,1.2,,9.6,,,,,,,,,,,
,8,WR,DJ,DJ Chark Jr.,Chark Jr.,7.640000153,5,5800,HOU@CAR,CAR,HOU,,,WR/FLEX,58,4 out of 5 stars,D+,6.8,205,7.6,38.2,5.4,27,763,,2,16.6,3.8,11.7,4.1,,,,,,,,,,,,
,8,WR,Elijah,Elijah Moore,Moore,5.700000127,6,5700,CLE@SEA,CLE,SEA,,,WR/FLEX,55,3 out of 5 stars,C-,7.4,224,5.7,34.2,7.2,43,1000,7.7,5.6,7.3,1,,4.7,7.9,,,,,,,,,,,
,8,WR,Rashid,Rashid Shaheed,Shaheed,8.842857361,7,5600,NO@IND,NO,IND,,,WR/FLEX,48,4 out of 5 stars,C,7.9,108,8.8,61.9,5,35,636,16.5,8.3,6,4.8,3.8,17.3,5.2,,,,,,,,,,,
,8,WR,Jauan,Jauan Jennings,Jennings,4.01666673,6,5500,CIN@SF,SF,CIN,,,WR/FLEX,78,2 out of 5 stars,F,4.7,274,4,24.1,3.5,21,1375,0,6.1,4.1,,2.4,3.6,7.9,,,,,,,,,,,
,8,WR,Michael,Michael Gallup,Gallup,4.899999936,6,5500,LAR@DAL,DAL,LAR,,,WR/FLEX,51,2 out of 5 stars,C-,7.7,249,4.9,29.4,5.3,32,1122,1.5,0.8,12.2,8.5,2.5,3.9,,,,,,,,,,,,
