"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"535","Jackson Meeks","WR","DET","-","-","-","0","-","-","-","BYE","-","","","","","","","","","","0","0"
"535","Colson Yankoff","TE","WAS","0","0","0","0","0","0","0","-","-","","","","","","","","","","0","0"
"535","Durham Smythe","TE","CHI","0","0","0","0","BYE","0","0","0","0","","","","","","","","","","0","0"
"535","Robert Tonyan","TE","KC","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0"
"535","Stone Smartt","TE","NYJ","-","-","-","0","-","0","-","-","BYE","","","","","","","","","","0","0"
"535","Kenny Yeboah","TE","FA","-","-","-","0","-","-","-","-","-","","","","","","","","","","0","0"
"535","Trey Sermon","RB","PIT","-","-","-","0","BYE","-","-","-","0","","","","","","","","","","0","0"
"535","Devin Culp","TE","TB","-","-","-","0","0","0","0","0","BYE","","","","","","","","","","0","0"
"535","Jalen Royals","WR","KC","-","-","-","0","0","0","0","-","-","","","","","","","","","","0","0"
"535","Nick Vannett","TE","MIN","-","-","-","0","0","BYE","-","-","0","","","","","","","","","","0","0"
"535","Xavier Weaver","WR","ARI","-","-","-","0","-","-","0","BYE","0","","","","","","","","","","0","0"
"535","Khalil Herbert","RB","NYJ","-","-","-","-","0","-","-","-","BYE","","","","","","","","","","0","0"
"535","Jeff Wilson Jr.","RB","MIA","0","-","-","-","-","-","-","-","-","","","","","","","","","","0","0"
"535","DeeJay Dallas","RB","CAR","-","-","-","-","0","0","-","-","-","","","","","","","","","","0","0"
"535","Will Mallory","TE","IND","-","-","-","-","0","-","-","-","-","","","","","","","","","","0","0"
"535","DeAndre Carter","WR","CLE","0","0","0","0","-","-","-","-","BYE","","","","","","","","","","0","0"
"535","Ricky White III","WR","SEA","-","-","-","-","-","-","-","BYE","0","","","","","","","","","","0","0"
"535","Stephen Carlson","TE","CHI","-","-","-","0","BYE","-","-","0","-","","","","","","","","","","0","0"
"535","Sione Vaki","RB","DET","-","-","0","-","-","-","-","BYE","0","","","","","","","","","","0","0"
"535","Ross Dwelley","TE","DET","-","-","0","0","0","0","0","BYE","-","","","","","","","","","","0","0"
"535","Velus Jones Jr.","WR","FA","0","-","0","0","0","-","-","-","-","","","","","","","","","","0","0"
"535","Darius Cooper","WR","PHI","0","0","0","-","-","-","-","0","BYE","","","","","","","","","","0","0"
"535","Malik Turner","WR","SF","-","-","0","-","0","-","0","-","-","","","","","","","","","","0","0"
"535","Mason Tipton","WR","NO","-","-","0","0","0","0","0","0","0","","","","","","","","","","0","0"
"535","Brett Rypien","QB","IND","-","-","0","-","-","-","-","-","-","","","","","","","","","","0","0"
"535","Kaden Davis","WR","CLE","-","-","0","-","-","-","-","-","BYE","","","","","","","","","","0","0"
"535","Jalen Cropper","WR","DAL","-","-","0","0","0","0","-","-","-","","","","","","","","","","0","0"
"535","Jordan James","RB","SF","-","-","0","-","-","-","-","-","-","","","","","","","","","","0","0"
"639","Adrian Martinez","QB","SF","-","-","-","-","-","-","-","-","-0.1","","","","","","","","","","-0.1","-0.1"
"639","Teddy Bridgewater","QB","TB","-","-","-","-","-","-","-0.1","0","BYE","","","","","","","","","","-0.1","-0.1"
"639","Jarrett Stidham","QB","DEN","-","-","-","-","-","-","-","-0.1","-","","","","","","","","","","-0.1","-0.1"
"642","Kyle Allen","QB","DET","-","0","-","-0.2","-","-","-","BYE","-","","","","","","","","","","-0.1","-0.2"
"642","Nyheim Hines","RB","FA","-","-","-","-","-","0","0","-0.2","-","","","","","","","","","","-0.1","-0.2"
"642","Tanner McKee","QB","PHI","-","-","-","-","-","-","-","-0.2","BYE","","","","","","","","","","-0.2","-0.2"
"645","Jimmy Garoppolo","QB","LAR","-","0","-","0","-","-","-0.3","BYE","-","","","","","","","","","","-0.1","-0.3"
"646","Tahj Washington","WR","MIA","-","-","-","-","0","-","-","-","-0.4","","","","","","","","","","-0.2","-0.4"
"647","Gardner Minshew II","QB","KC","-","-","-","-0.3","-","-","-0.3","-","-","","","","","","","","","","-0.3","-0.6"
"648","Xavier Gipson","WR","PHI","-2","-","-","-","-","-","0","0.8","BYE","","","","","","","","","","-0.4","-1.2"
"649","Derius Davis","WR","LAC","0.3","0","-1.8","-","-","-","0","0","0","","","","","","","","","","-0.3","-1.5"
"650","Jalen Milroe","QB","SEA","0.1","-","0.3","-","-2","-","-","BYE","-","","","","","","","","","","-0.5","-1.6"
"651","Kenny Pickett","QB","LV","-","-","-","-","-","-","-1.7","BYE","-","","","","","","","","","","-1.7","-1.7"
"652","Myles Price","WR","MIN","0","-2","0","0","0","BYE","0","0","0","","","","","","","","","","-0.3","-2"
